L,N,N_test,boundary_point_ind,center_G,center_pred,closest_point_ind,data_kwargs,data_sim_func,error_sd,level,model_kwargs_l,models_l,n_boot,p,use_true_contour,contain,contain_scb,contain_CS_scb,Lower_bound,Upper_bound,L1,L2,U1,U2,points_in_e1,inner_points_num,outer_points_num,true_set_points_up_num,true_set_points_low_num,precision_inner,sensitivity_inner,precision_outer,sensitivity_outer,method
0.9,100,500,False,True,False,False,"{'transform_func': <function transform_X at 0x7f496a613370>, 'beta': array([1, 2, 3, 4]), 'uniform_range_x': [-2, 2]}",<function generate_sim_data at 0x7f4967c62050>,1,0,"[{'n_iter': 200, 'patience': 100, 'input_size': 1, 'h_sizes': [40, 40]}]",[<class 'models.NueralNet'>],300,1,False,True,,,0.9,,,,,,,216,261,247,253,1.0,0.8744939271255061,1.0,0.9446640316205533,naive_on_mean
0.9,100,500,False,True,False,False,"{'transform_func': <function transform_X at 0x7f496a613370>, 'beta': array([1, 2, 3, 4]), 'uniform_range_x': [-2, 2]}",<function generate_sim_data at 0x7f4967c62050>,1,0,"[{'n_iter': 200, 'patience': 100, 'input_size': 1, 'h_sizes': [40, 40]}]",[<class 'models.NueralNet'>],300,1,False,True,True,True,0.8999999999999773,0.9766666666666667,0.7966666666666666,0.8999999999999773,0.9766666666666667,0.9966666666666667,33.0,110,474,254,246,1.0,0.4330708661417323,1.0,0.10569105691056913,CS_on_y
0.9,100,500,False,True,False,False,"{'transform_func': <function transform_X at 0x7f496a613370>, 'beta': array([1, 2, 3, 4]), 'uniform_range_x': [-2, 2]}",<function generate_sim_data at 0x7f4967c62050>,1,0,"[{'n_iter': 200, 'patience': 100, 'input_size': 1, 'h_sizes': [40, 40]}]",[<class 'models.NueralNet'>],300,1,False,False,,,0.9,,,,,,,171,322,254,246,1.0,0.6732283464566929,0.9943820224719101,0.7195121951219512,naive_on_y
0.9,100,500,False,True,False,False,"{'transform_func': <function transform_X at 0x7f496a613370>, 'beta': array([1, 2, 3, 4]), 'uniform_range_x': [-2, 2]}",<function generate_sim_data at 0x7f4967c62050>,1,0,"[{'n_iter': 200, 'patience': 100, 'input_size': 1, 'h_sizes': [40, 40]}]",[<class 'models.NueralNet'>],300,1,False,True,True,True,0.9000000000000341,0.9666666666666667,0.7933333333333334,0.9000000000000341,0.9666666666666667,0.9833333333333333,6.0,246,393,267,233,1.0,0.9213483146067416,1.0,0.45922746781115875,CS_on_mean
0.9,100,500,False,True,False,False,"{'transform_func': <function transform_X at 0x7f496a613370>, 'beta': array([1, 2, 3, 4]), 'uniform_range_x': [-2, 2]}",<function generate_sim_data at 0x7f4967c62050>,1,0,"[{'n_iter': 200, 'patience': 100, 'input_size': 1, 'h_sizes': [40, 40]}]",[<class 'models.NueralNet'>],300,1,False,True,,,0.9,,,,,,,257,295,267,233,1.0,0.9625468164794008,1.0,0.8798283261802575,naive_on_mean
0.9,100,500,False,True,False,False,"{'transform_func': <function transform_X at 0x7f496a613370>, 'beta': array([1, 2, 3, 4]), 'uniform_range_x': [-2, 2]}",<function generate_sim_data at 0x7f4967c62050>,1,0,"[{'n_iter': 200, 'patience': 100, 'input_size': 1, 'h_sizes': [40, 40]}]",[<class 'models.NueralNet'>],300,1,False,True,True,True,0.9000000000000341,0.9733333333333334,0.7733333333333334,0.9000000000000341,0.9733333333333334,1.0,39.0,140,477,269,231,1.0,0.5204460966542751,1.0,0.09956709956709953,CS_on_y
0.9,100,500,False,True,False,False,"{'transform_func': <function transform_X at 0x7f496a613370>, 'beta': array([1, 2, 3, 4]), 'uniform_range_x': [-2, 2]}",<function generate_sim_data at 0x7f4967c62050>,1,0,"[{'n_iter': 200, 'patience': 100, 'input_size': 1, 'h_sizes': [40, 40]}]",[<class 'models.NueralNet'>],300,1,False,True,,,0.9,,,,,,,220,347,269,231,1.0,0.8178438661710037,1.0,0.6623376623376623,naive_on_y
0.9,100,500,False,True,False,False,"{'transform_func': <function transform_X at 0x7f496a613370>, 'beta': array([1, 2, 3, 4]), 'uniform_range_x': [-2, 2]}",<function generate_sim_data at 0x7f4967c62050>,1,0,"[{'n_iter': 200, 'patience': 100, 'input_size': 1, 'h_sizes': [40, 40]}]",[<class 'models.NueralNet'>],300,1,False,False,True,True,0.9000000000000341,0.9533333333333334,0.8166666666666667,0.9000000000000341,0.9533333333333334,0.9733333333333334,12.0,257,302,267,233,0.9883268482490273,0.951310861423221,1.0,0.8497854077253219,CS_on_mean
0.9,100,500,False,True,False,False,"{'transform_func': <function transform_X at 0x7f496a613370>, 'beta': array([1, 2, 3, 4]), 'uniform_range_x': [-2, 2]}",<function generate_sim_data at 0x7f4967c62050>,1,0,"[{'n_iter': 200, 'patience': 100, 'input_size': 1, 'h_sizes': [40, 40]}]",[<class 'models.NueralNet'>],300,1,False,False,,,0.9,,,,,,,255,295,267,233,0.9921568627450981,0.947565543071161,1.0,0.8798283261802575,naive_on_mean
0.9,100,500,False,True,False,False,"{'transform_func': <function transform_X at 0x7f496a613370>, 'beta': array([1, 2, 3, 4]), 'uniform_range_x': [-2, 2]}",<function generate_sim_data at 0x7f4967c62050>,1,0,"[{'n_iter': 200, 'patience': 100, 'input_size': 1, 'h_sizes': [40, 40]}]",[<class 'models.NueralNet'>],300,1,False,True,True,True,0.9000000000000341,0.9666666666666667,0.7733333333333334,0.9000000000000341,0.9666666666666667,0.9966666666666667,25.0,168,395,265,235,1.0,0.6339622641509435,1.0,0.44680851063829785,CS_on_y
